searched_name,openalex_id,display_name,works_api_url,h_index,works_count,country_code,relevance_score,name_similarity
Rense Corten,https://openalex.org/A5037146201,Rense Corten,https://api.openalex.org/works?filter=author.id:A5037146201,21,101,NL,9932.256,100.0
Renu Singh,https://openalex.org/A5050812782,Renu Singh,https://api.openalex.org/works?filter=author.id:A5050812782,23,95,,5696.7188,100.0
René Algesheimer,https://openalex.org/A5047024225,René Algesheimer,https://api.openalex.org/works?filter=author.id:A5047024225,22,104,CH,15937.552,100.0
Rezvaneh Rezapour,https://openalex.org/A5012092057,Rezvaneh Rezapour,https://api.openalex.org/works?filter=author.id:A5012092057,8,67,,4083.1829,100.0
Ricardo Cevallos,https://openalex.org/A5054504541,Ricardo R. Cevallos,https://api.openalex.org/works?filter=author.id:A5054504541,8,17,US,2442.1963,91.42857142857143
Riccardo Di Clemente,https://openalex.org/A5091533231,Riccardo Di Clemente,https://api.openalex.org/works?filter=author.id:A5091533231,12,53,IT,5830.033,100.0
Riccardo Gallotti,https://openalex.org/A5059223686,Riccardo Gallotti,https://api.openalex.org/works?filter=author.id:A5059223686,21,89,IT,9541.93,100.0
Richard Cannon,https://openalex.org/A5111619738,Richard O. Cannon,https://api.openalex.org/works?filter=author.id:A5111619738,74,230,,14613.644,90.32258064516128
Richard Johansson,https://openalex.org/A5079881269,Richard Johansson,https://api.openalex.org/works?filter=author.id:A5079881269,23,159,,7073.0854,100.0
Richard Öhrvall,https://openalex.org/A5045466222,Richard Öhrvall,https://api.openalex.org/works?filter=author.id:A5045466222,12,65,SE,3683.1194,100.0
Robert Fluegge,https://openalex.org/A5085091147,Robert B. Fluegge,https://api.openalex.org/works?filter=author.id:A5085091147,4,7,US,2548.407,90.32258064516128
Robert Helmrich,https://openalex.org/A5036782945,Robert Helmrich,https://api.openalex.org/works?filter=author.id:A5036782945,8,52,DE,2716.6545,100.0
Robert Jankowski,https://openalex.org/A5032478403,Robert Jankowski,https://api.openalex.org/works?filter=author.id:A5032478403,44,284,ES,10903.446,100.0
Robert Paluch,https://openalex.org/A5065140311,Robert Paluch,https://api.openalex.org/works?filter=author.id:A5065140311,5,14,PL,2035.5902,100.0
Robert West,https://openalex.org/A5059645286,Robert West,https://api.openalex.org/works?filter=author.id:A5059645286,132,2617,GB,21356.707,100.0
Roberta Sinatra,https://openalex.org/A5056242621,Roberta Sinatra,https://api.openalex.org/works?filter=author.id:A5056242621,30,85,DK,13366.62,100.0
Roberto Cantillan Carrasco,https://openalex.org/A5023025001,Roberto Cantillan Carrasco,https://api.openalex.org/works?filter=author.id:A5023025001,0,2,,116.93042,100.0
Roberto Gillmore,https://openalex.org/A5030056138,Roberto Gillmore,https://api.openalex.org/works?filter=author.id:A5030056138,1,3,US,739.91125,100.0
Roberto Ulloa,https://openalex.org/A5035734289,Roberto Ulloa,https://api.openalex.org/works?filter=author.id:A5035734289,13,85,DE,3528.1003,100.0
Robin Forsberg,https://openalex.org/A5120281370,Robin Forsberg,https://api.openalex.org/works?filter=author.id:A5120281370,0,2,,80.27617,100.0
Roger Wattenhofer,https://openalex.org/A5078339613,Roger Wattenhofer,https://api.openalex.org/works?filter=author.id:A5078339613,67,875,CH,28399.621,100.0
Roman Senninger,https://openalex.org/A5067897386,Roman Senninger,https://api.openalex.org/works?filter=author.id:A5067897386,12,96,DK,4624.8105,100.0
Ronald E. Robertson,https://openalex.org/A5073774344,Ronald E. Robertson,https://api.openalex.org/works?filter=author.id:A5073774344,18,56,US,8455.208,100.0
Rosa Ellen Lavelle-Hill,https://openalex.org/A5061629163,Rosa Lavelle-Hill,https://api.openalex.org/works?filter=author.id:A5061629163,8,35,DK,3232.411,85.0
Rosa M. Navarrete,https://openalex.org/A5010084651,Rosa M. Navarrete,https://api.openalex.org/works?filter=author.id:A5010084651,7,21,US,2135.2446,100.0
Rossana Mastrandrea,https://openalex.org/A5058144931,Rossana Mastrandrea,https://api.openalex.org/works?filter=author.id:A5058144931,13,47,,6323.665,100.0
Ruben L. Bach,https://openalex.org/A5058847520,Ruben L. Bach,https://api.openalex.org/works?filter=author.id:A5058847520,14,67,DE,6879.784,100.0
Ruggero Marino Lazzaroni,https://openalex.org/A5113390774,Ruggero Marino Lazzaroni,https://api.openalex.org/works?filter=author.id:A5113390774,1,2,DE,890.72925,100.0
Rui Mata,https://openalex.org/A5042234223,Rui Mata,https://api.openalex.org/works?filter=author.id:A5042234223,40,179,CH,10790.764,100.0
Ruining He,https://openalex.org/A5109587088,Ruining He,https://api.openalex.org/works?filter=author.id:A5109587088,18,30,,10484.63,100.0
Ruiyao Liu,https://openalex.org/A5042045761,Ruiyao Liu,https://api.openalex.org/works?filter=author.id:A5042045761,11,38,CN,3977.0596,100.0
Ruud Luijkx,https://openalex.org/A5074231430,Ruud Luijkx,https://api.openalex.org/works?filter=author.id:A5074231430,30,175,,15860.339,100.0
Ryan E. Langendorf,https://openalex.org/A5072646992,Ryan E. Langendorf,https://api.openalex.org/works?filter=author.id:A5072646992,8,25,US,3556.1497,100.0
Ryo Sasaki,https://openalex.org/A5016665259,Ryo Sasaki,https://api.openalex.org/works?filter=author.id:A5016665259,23,211,JP,8687.887,100.0
Ryo Yokoi,https://openalex.org/A5050859650,Ryo Yokoi,https://api.openalex.org/works?filter=author.id:A5050859650,3,17,JP,1199.7516,100.0
Ryoma Adachi,https://openalex.org/A5040234749,Marcelo Ryoma Adachi,https://api.openalex.org/works?filter=author.id:A5040234749,1,1,BR,960.9113,75.0
Ryosuke Harakawa,https://openalex.org/A5023942291,Ryosuke Harakawa,https://api.openalex.org/works?filter=author.id:A5023942291,9,73,JP,3834.9006,100.0
Ryosuke Yamanishi,https://openalex.org/A5069311949,Ryosuke Yamanishi,https://api.openalex.org/works?filter=author.id:A5069311949,8,121,JP,3833.131,100.0
Ryuma Shineha,https://openalex.org/A5028783703,Ryuma Shineha,https://api.openalex.org/works?filter=author.id:A5028783703,9,33,JP,4222.626,100.0
Sabin Roman,https://openalex.org/A5073010651,Sabin Roman,https://api.openalex.org/works?filter=author.id:A5073010651,8,21,SI,2330.8865,100.0
Sabina J Tomkins,https://openalex.org/A5046305810,Sabina Tomkins,https://api.openalex.org/works?filter=author.id:A5046305810,7,45,US,2672.8882,93.33333333333333
Saeedeh Mohammadi,https://openalex.org/A5019811597,Somayyeh Mohammadi,https://api.openalex.org/works?filter=author.id:A5019811597,14,123,IE,3361.467,80.0
Saffron O'Neill,https://openalex.org/A5071226975,Saffron O’Neill,https://api.openalex.org/works?filter=author.id:A5071226975,36,91,GB,16449.775,93.33333333333333
Salah Zrigui,https://openalex.org/A5022030754,Salah Zrigui,https://api.openalex.org/works?filter=author.id:A5022030754,6,25,FR,2376.0217,100.0
Salsabil Arabi,https://openalex.org/A5005902842,Salsabil Arabi,https://api.openalex.org/works?filter=author.id:A5005902842,3,9,US,1844.448,100.0
Salsabil Salah,https://openalex.org/A5103805258,Salsabil Salah,https://api.openalex.org/works?filter=author.id:A5103805258,1,1,,439.6199,100.0
Sam Jeffers,https://openalex.org/A5120484800,Sam Jeffers,https://api.openalex.org/works?filter=author.id:A5120484800,0,1,,76.74307,100.0
Sam Zhang,https://openalex.org/A5061970875,Sam Zhang,https://api.openalex.org/works?filter=author.id:A5061970875,70,669,CN,14630.392,100.0
Samantha D'Alonzo,https://openalex.org/A5025259559,Samantha D'Alonzo,https://api.openalex.org/works?filter=author.id:A5025259559,3,4,US,1193.421,100.0
Samantha Dies,https://openalex.org/A5107589438,Samantha Dies,https://api.openalex.org/works?filter=author.id:A5107589438,0,1,,88.764946,100.0
Samantha Gold,https://openalex.org/A5077416098,Samantha Gold,https://api.openalex.org/works?filter=author.id:A5077416098,3,4,US,846.4648,100.0
Samantha Vilkins,https://openalex.org/A5052234409,Samantha Vilkins,https://api.openalex.org/works?filter=author.id:A5052234409,5,18,AU,2763.581,100.0
Samar Haider,https://openalex.org/A5020790791,Samar Haider,https://api.openalex.org/works?filter=author.id:A5020790791,3,14,US,1185.0648,100.0
Samsun Knight,https://openalex.org/A5103911177,Samsun Knight,https://api.openalex.org/works?filter=author.id:A5103911177,3,5,CA,1017.40094,100.0
Samuel Fraiberger,https://openalex.org/A5075585231,Samuel P. Fraiberger,https://api.openalex.org/works?filter=author.id:A5075585231,16,54,,8097.4834,91.89189189189189
Samuel Gosling,https://openalex.org/A5077287995,Samuel D. Gosling,https://api.openalex.org/works?filter=author.id:A5077287995,88,326,US,23177.365,90.32258064516128
Samuel Martin-Gutierrez,https://openalex.org/A5067456203,Samuel Martín-Gutíerrez,https://api.openalex.org/works?filter=author.id:A5067456203,7,28,AT,1893.2355,91.30434782608697
Samuel Pearson,https://openalex.org/A5028476678,Samuel Pearson,https://api.openalex.org/works?filter=author.id:A5028476678,16,49,DE,4357.3867,100.0
Sanaz Talaifar,https://openalex.org/A5065764227,Sanaz Talaifar,https://api.openalex.org/works?filter=author.id:A5065764227,14,35,,7635.6743,100.0
Sander van Cranenburgh,https://openalex.org/A5049825776,Sander van Cranenburgh,https://api.openalex.org/works?filter=author.id:A5049825776,19,112,NL,10960.636,100.0
Sandor Juhasz,https://openalex.org/A5013535058,Sándor Juhász,https://api.openalex.org/works?filter=author.id:A5013535058,12,90,HU,2715.1848,84.61538461538461
Sandra Babcock,https://openalex.org/A5013712887,Sandra Babcock,https://api.openalex.org/works?filter=author.id:A5013712887,2,18,US,801.4816,100.0
Sandra Gonzalez-Bailon,https://openalex.org/A5064437896,Sandra González‐Bailón,https://api.openalex.org/works?filter=author.id:A5064437896,31,116,US,12229.444,86.36363636363636
Sandra Jaworeck,https://openalex.org/A5005162423,Sandra Jaworeck,https://api.openalex.org/works?filter=author.id:A5005162423,2,5,DE,837.52185,100.0
Sandro Ferreira Sousa,https://openalex.org/A5080530108,Sandro Sousa,https://api.openalex.org/works?filter=author.id:A5080530108,5,23,,1404.9406,72.72727272727273
Sangmi Kim,https://openalex.org/A5010311977,Sangmi Kim,https://api.openalex.org/works?filter=author.id:A5010311977,17,105,US,9547.002,100.0
Sangpil Youm,https://openalex.org/A5023405697,Sangpil Youm,https://api.openalex.org/works?filter=author.id:A5023405697,3,4,US,1351.1846,100.0
Sangyeon Kim,https://openalex.org/A5083807006,Sangyeon Kim,https://api.openalex.org/works?filter=author.id:A5083807006,11,49,KR,3565.0059,100.0
Sanja Scepanovic,https://openalex.org/A5038043083,Sanja Šćepanović,https://api.openalex.org/works?filter=author.id:A5038043083,13,95,FI,3988.351,81.25
Saphira Rekker,https://openalex.org/A5089310000,Saphira Rekker,https://api.openalex.org/works?filter=author.id:A5089310000,12,40,AU,5457.4272,100.0
Sarah Bohnensteffen,https://openalex.org/A5050185892,Sarah Bohnensteffen,https://api.openalex.org/works?filter=author.id:A5050185892,0,1,,87.99696,100.0
Sarah Marie Müller,https://openalex.org/A5054380585,Sarah Marie Müller,https://api.openalex.org/works?filter=author.id:A5054380585,2,8,CH,1292.4451,100.0
Sarah McKetta,https://openalex.org/A5045847972,Sarah McKetta,https://api.openalex.org/works?filter=author.id:A5045847972,20,65,US,6260.4062,100.0
Sarah Tell,https://openalex.org/A5057969700,Sarah Tell,https://api.openalex.org/works?filter=author.id:A5057969700,3,13,SE,1404.5475,100.0
Sarah Williams,https://openalex.org/A5033458280,Sarah Williams,https://api.openalex.org/works?filter=author.id:A5033458280,34,123,GB,10658.786,100.0
Sascha Grehl,https://openalex.org/A5045760597,Sascha Grehl,https://api.openalex.org/works?filter=author.id:A5045760597,3,8,DE,1165.0646,100.0
Saumya Bhadani,https://openalex.org/A5089504371,Saumya Bhadani,https://api.openalex.org/works?filter=author.id:A5089504371,5,6,US,1850.5602,100.0
Scott A. Hale,https://openalex.org/A5029882049,Scott A. Hale,https://api.openalex.org/works?filter=author.id:A5029882049,29,208,GB,8192.397,100.0
Sean Westwood,https://openalex.org/A5005694063,Sean Westwood,https://api.openalex.org/works?filter=author.id:A5005694063,22,130,US,16019.457,100.0
Sebastian Padó,https://openalex.org/A5003870894,Sebastian Padó,https://api.openalex.org/works?filter=author.id:A5003870894,35,222,,16274.135,100.0
Sebastian Stier,https://openalex.org/A5040957572,Sebastian Stier,https://api.openalex.org/works?filter=author.id:A5040957572,27,118,,9850.112,100.0
Sebastian Svegaard,https://openalex.org/A5030630783,Sebastian F. K. Svegaard,https://api.openalex.org/works?filter=author.id:A5030630783,2,14,AU,1081.104,85.71428571428572
Seeun Kim,https://openalex.org/A5005014512,Seeun Kim,https://api.openalex.org/works?filter=author.id:A5005014512,18,93,KR,5358.76,100.0
Segun Aroyehun,https://openalex.org/A5063612283,Segun Taofeek Aroyehun,https://api.openalex.org/works?filter=author.id:A5063612283,7,31,DE,2448.6719,77.77777777777779
Selcan Mutgan,https://openalex.org/A5083043810,Selcan Mutgan,https://api.openalex.org/works?filter=author.id:A5083043810,3,7,SE,2588.2883,100.0
Seoul Lee,https://openalex.org/A5066476974,Seoul Lee,https://api.openalex.org/works?filter=author.id:A5066476974,21,116,,5389.6377,100.0
Sepehr Mousavi,https://openalex.org/A5064624426,Sepehr Mousavi,https://api.openalex.org/works?filter=author.id:A5064624426,10,19,IR,6210.481,100.0
Sergio E. Zanotto,https://openalex.org/A5095765187,Sergio E. Zanotto,https://api.openalex.org/works?filter=author.id:A5095765187,1,5,,517.2035,100.0
Seth Frey,https://openalex.org/A5022089542,Seth Frey,https://api.openalex.org/works?filter=author.id:A5022089542,14,99,US,4136.0024,100.0
Seung Hee Lee,https://openalex.org/A5100605178,Seung Hee Lee,https://api.openalex.org/works?filter=author.id:A5100605178,51,516,IN,18676.906,100.0
Seura Ha,https://openalex.org/A5115926396,Seura Ha,https://api.openalex.org/works?filter=author.id:A5115926396,0,1,,92.61371,100.0
Shaily Bhatt,https://openalex.org/A5102901503,Shuchi Bhatt,https://api.openalex.org/works?filter=author.id:A5102901503,16,145,,3660.3936,75.0
Shalmoli Ghosh,https://openalex.org/A5004544456,Shalmoli Ghosh,https://api.openalex.org/works?filter=author.id:A5004544456,3,6,IN,1043.6536,100.0
Shambhobi Bhattacharya,https://openalex.org/A5113373189,Shambhobi Bhattacharya,https://api.openalex.org/works?filter=author.id:A5113373189,0,1,,105.07485,100.0
Shane Mannion,https://openalex.org/A5040802478,Shane Mannion,https://api.openalex.org/works?filter=author.id:A5040802478,3,9,IE,1014.3332,100.0
Shehryar Subhani,https://openalex.org/A5109839341,Shazia Subhani,https://api.openalex.org/works?filter=author.id:A5109839341,17,30,AE,6772.201,73.33333333333334
Shengchun Huang,https://openalex.org/A5100371274,Sheng Wang,https://api.openalex.org/works?filter=author.id:A5100371274,67,429,CN,4797.981,72.0
Shiori Hironaka,https://openalex.org/A5083918574,Shiori Hironaka,https://api.openalex.org/works?filter=author.id:A5083918574,4,24,,1609.4652,100.0
Shiva Nadi Najafabadi,https://openalex.org/A5114445221,Shiva Nadi Najafabadi,https://api.openalex.org/works?filter=author.id:A5114445221,1,3,NL,834.06213,100.0
Shouji Fujimoto,https://openalex.org/A5078049762,Shouji Fujimoto,https://api.openalex.org/works?filter=author.id:A5078049762,10,61,JP,3143.1794,100.0
Shreya Havaldar,https://openalex.org/A5024378198,Shreya Havaldar,https://api.openalex.org/works?filter=author.id:A5024378198,8,32,US,4246.967,100.0
Shubham Atreja,https://openalex.org/A5076021360,Shubham Atreja,https://api.openalex.org/works?filter=author.id:A5076021360,9,24,US,4118.6475,100.0
Shuhei Kurizaki,https://openalex.org/A5010677626,Shuhei Kurizaki,https://api.openalex.org/works?filter=author.id:A5010677626,6,12,JP,4493.9165,100.0
Silvia De Sojo,https://openalex.org/A5119991515,Silvia de Sojo,https://api.openalex.org/works?filter=author.id:A5119991515,0,2,,94.10271,100.0
Silvia Giordano,https://openalex.org/A5059509038,Silvia Giordano,https://api.openalex.org/works?filter=author.id:A5059509038,77,588,CH,23343.803,100.0
Siming Huang,https://openalex.org/A5037727403,Siming Huang,https://api.openalex.org/works?filter=author.id:A5037727403,38,115,US,10322.502,100.0
Simon S. Woo,https://openalex.org/A5033106393,Simon S. Woo,https://api.openalex.org/works?filter=author.id:A5033106393,25,244,KR,8269.506,100.0
Simon Walo,https://openalex.org/A5092515835,Simon Walo,https://api.openalex.org/works?filter=author.id:A5092515835,3,6,CH,1107.4702,100.0
Simone Lackner,https://openalex.org/A5029862125,Simone Lackner,https://api.openalex.org/works?filter=author.id:A5029862125,4,10,,3043.4988,100.0
Simone Santoni,https://openalex.org/A5067296366,Simone Santoni,https://api.openalex.org/works?filter=author.id:A5067296366,6,32,,4103.3457,100.0
Sjoerd B. Stolwijk,https://openalex.org/A5030777977,Sjoerd Stolwijk,https://api.openalex.org/works?filter=author.id:A5030777977,5,15,CA,2730.3618,90.9090909090909
Soheil Shayegh,https://openalex.org/A5015269440,Soheil Shayegh,https://api.openalex.org/works?filter=author.id:A5015269440,16,81,IT,6200.62,100.0
Solomon Messing,https://openalex.org/A5069884896,Solomon Messing,https://api.openalex.org/works?filter=author.id:A5069884896,22,114,US,14387.282,100.0
Sonia Yeh,https://openalex.org/A5029945844,Sonia Yeh,https://api.openalex.org/works?filter=author.id:A5029945844,42,224,GB,15439.9,100.0
Soroush Vosoughi,https://openalex.org/A5035399743,Soroush Vosoughi,https://api.openalex.org/works?filter=author.id:A5035399743,23,212,US,21067.518,100.0
Sou Hyun Jang,https://openalex.org/A5002073039,Sou Hyun Jang,https://api.openalex.org/works?filter=author.id:A5002073039,13,82,KR,4787.8853,100.0
Srebrenka Letina,https://openalex.org/A5011970474,Srebrenka Letina,https://api.openalex.org/works?filter=author.id:A5011970474,9,63,IE,4454.777,100.0
Stefan Herzog,https://openalex.org/A5008439962,Stefan M. Herzog,https://api.openalex.org/works?filter=author.id:A5008439962,29,139,,8310.747,89.65517241379311
Stefan Kitzler,https://openalex.org/A5034863610,Stefan Kitzler,https://api.openalex.org/works?filter=author.id:A5034863610,4,20,AT,2714.9717,100.0
Stefano Balietti,https://openalex.org/A5066048702,Stefano Balietti,https://api.openalex.org/works?filter=author.id:A5066048702,14,45,DE,5518.2207,100.0
Stefano Palminteri,https://openalex.org/A5028199267,Stefano Palminteri,https://api.openalex.org/works?filter=author.id:A5028199267,37,191,FR,14960.428,100.0
Stein Jongerius,https://openalex.org/A5114445219,Stein Jongerius,https://api.openalex.org/works?filter=author.id:A5114445219,1,10,,675.5877,100.0
Stephan Lewandowsky,https://openalex.org/A5017914184,Stephan Lewandowsky,https://api.openalex.org/works?filter=author.id:A5017914184,94,664,DE,33725.547,100.0
Stephanie Wang,https://openalex.org/A5101922299,Stephanie Wang,https://api.openalex.org/works?filter=author.id:A5101922299,14,70,US,4989.366,100.0
Steven R Wilson,https://openalex.org/A5055973075,Steven R. Wilson,https://api.openalex.org/works?filter=author.id:A5055973075,37,243,US,10672.915,96.7741935483871
Subhayan Mukerjee,https://openalex.org/A5067134501,Subhayan Mukerjee,https://api.openalex.org/works?filter=author.id:A5067134501,9,34,SG,4403.5938,100.0
Sune Lehmann,https://openalex.org/A5015080044,Sune Lehmann,https://api.openalex.org/works?filter=author.id:A5015080044,44,207,DK,20875.79,100.0
Susan Athey,https://openalex.org/A5001211242,Susan Athey,https://api.openalex.org/works?filter=author.id:A5001211242,62,370,,23408.543,100.0
Sushrita Rakshit,https://openalex.org/A5099137399,Sushrita Rakshit,https://api.openalex.org/works?filter=author.id:A5099137399,1,5,,1088.5093,100.0
Susumu Nagayama,https://openalex.org/A5012197691,Susumu Nagayama,https://api.openalex.org/works?filter=author.id:A5012197691,5,5,JP,4217.743,100.0
Sven Banisch,https://openalex.org/A5067907907,Sven Banisch,https://api.openalex.org/works?filter=author.id:A5067907907,12,76,,5358.111,100.0
Swapneel S Mehta,https://openalex.org/A5102348256,Swapneel Mehta,https://api.openalex.org/works?filter=author.id:A5102348256,1,6,,229.34802,93.33333333333333
Szilvia Rudas,https://openalex.org/A5113279801,Szilvia Rudas,https://api.openalex.org/works?filter=author.id:A5113279801,2,4,HU,785.1254,100.0
Szymon Talaga,https://openalex.org/A5031702282,Szymon Talaga,https://api.openalex.org/works?filter=author.id:A5031702282,6,24,PL,2196.7805,100.0
Tabia Tanzin Prama,https://openalex.org/A5038520407,Tabia Tanzin Prama,https://api.openalex.org/works?filter=author.id:A5038520407,4,21,US,2307.7861,100.0
Taegyoon Kim,https://openalex.org/A5087900468,Taegyoon Kim,https://api.openalex.org/works?filter=author.id:A5087900468,2,8,KR,1512.6478,100.0
Taehee Kim,https://openalex.org/A5100369134,Taehee Kim,https://api.openalex.org/works?filter=author.id:A5100369134,27,87,KR,8611.204,100.0
Taesung Hwang,https://openalex.org/A5000072903,Taesung Hwang,https://api.openalex.org/works?filter=author.id:A5000072903,8,25,KR,4218.6743,100.0
Taha Yasseri,https://openalex.org/A5046908604,Taha Yasseri,https://api.openalex.org/works?filter=author.id:A5046908604,27,170,IE,13336.07,100.0
Tahmineh Godazgar,https://openalex.org/A5004333240,Tahmineh Godazgar,https://api.openalex.org/works?filter=author.id:A5004333240,1,2,,1204.6528,100.0
Taichi Murayama,https://openalex.org/A5110823458,Taichi Murayama,https://api.openalex.org/works?filter=author.id:A5110823458,9,19,,3223.4014,100.0
Takahiro Yabe,https://openalex.org/A5075756309,Takahiro Yabe,https://api.openalex.org/works?filter=author.id:A5075756309,21,93,US,7751.7217,100.0
Takayuki Mizuno,https://openalex.org/A5010318820,Takayuki Mizuno,https://api.openalex.org/works?filter=author.id:A5010318820,31,227,JP,10729.101,100.0
Tal August,https://openalex.org/A5029563909,Tal August,https://api.openalex.org/works?filter=author.id:A5029563909,13,43,,3689.107,100.0
Talayeh Aledavood,https://openalex.org/A5003213649,Talayeh Aledavood,https://api.openalex.org/works?filter=author.id:A5003213649,16,62,FI,7987.6426,100.0
Tamara N. Rayan,https://openalex.org/A5087802768,Tamara X. Rayan,https://api.openalex.org/works?filter=author.id:A5087802768,1,3,US,434.24323,93.33333333333333
Tanise Ceron,https://openalex.org/A5057586513,Tanise Ceron,https://api.openalex.org/works?filter=author.id:A5057586513,3,13,DE,1257.1648,100.0
Tara Sowrirajan,https://openalex.org/A5005262703,Tara Sowrirajan,https://api.openalex.org/works?filter=author.id:A5005262703,3,6,US,3315.5913,100.0
Tariq Choucair,https://openalex.org/A5043435281,Tariq Choucair,https://api.openalex.org/works?filter=author.id:A5043435281,4,34,AU,1697.7982,100.0
Tasuku Igarashi,https://openalex.org/A5020702662,Tasuku Igarashi,https://api.openalex.org/works?filter=author.id:A5020702662,14,87,JP,7086.1187,100.0
Thabo J van Woudenberg,https://openalex.org/A5004164861,Thabo J. van Woudenberg,https://api.openalex.org/works?filter=author.id:A5004164861,13,51,,7616.9033,97.77777777777777
Theresa Kuchler,https://openalex.org/A5006578976,Theresa Kuchler,https://api.openalex.org/works?filter=author.id:A5006578976,31,97,US,13352.433,100.0
Thiemo Fetzer,https://openalex.org/A5034565938,Thiemo Fetzer,https://api.openalex.org/works?filter=author.id:A5034565938,24,346,DE,12575.423,100.0
Thijs Carrière,https://openalex.org/A5093064100,Thijs Cornelis Carrière,https://api.openalex.org/works?filter=author.id:A5093064100,3,8,NL,1309.0563,75.67567567567568
Thomas Chesney,https://openalex.org/A5050750056,Thomas Chesney,https://api.openalex.org/works?filter=author.id:A5050750056,17,109,,6148.074,100.0
Thomas Costello,https://openalex.org/A5055631608,Thomas H. Costello,https://api.openalex.org/works?filter=author.id:A5055631608,20,98,US,5781.164,90.9090909090909
Thomas H. Li,https://openalex.org/A5103873055,Thomas H. Li,https://api.openalex.org/works?filter=author.id:A5103873055,21,60,US,6573.55,100.0
Thomas Robiglio,https://openalex.org/A5052543412,Thomas Robiglio,https://api.openalex.org/works?filter=author.id:A5052543412,3,6,AT,1271.2925,100.0
Thorsten Piske,https://openalex.org/A5027925493,Thorsten Piske,https://api.openalex.org/works?filter=author.id:A5027925493,11,48,,9814.031,100.0
Théophile Lenoir,https://openalex.org/A5118182968,Théophile Lenoir,https://api.openalex.org/works?filter=author.id:A5118182968,1,2,IT,439.80145,100.0
Tiago Oliveira Cunha,https://openalex.org/A5000454719,Tiago Oliveira Cunha,https://api.openalex.org/works?filter=author.id:A5000454719,5,16,DK,2628.9966,100.0
Tiago P. Peixoto,https://openalex.org/A5022414084,Tiago P. Peixoto,https://api.openalex.org/works?filter=author.id:A5022414084,26,82,AT,12362.323,100.0
Tianyi Zhang,https://openalex.org/A5100437458,Tianyi Zhang,https://api.openalex.org/works?filter=author.id:A5100437458,33,184,CN,12092.666,100.0
Tijana Zrnic,https://openalex.org/A5032482329,Tijana Zrnic,https://api.openalex.org/works?filter=author.id:A5032482329,10,44,US,3878.0217,100.0
Tim Faverjon,https://openalex.org/A5093329780,Tim Faverjon,https://api.openalex.org/works?filter=author.id:A5093329780,0,5,FR,95.60235,100.0
Timo Damm,https://openalex.org/A5034315722,Timo Damm,https://api.openalex.org/works?filter=author.id:A5034315722,13,57,DE,3671.1543,100.0
Timo Koch,https://openalex.org/A5042696215,Troels Koch,https://api.openalex.org/works?filter=author.id:A5042696215,32,98,US,6903.837,70.0
Timon Drewes,https://openalex.org/A5095737580,Timon K. Drewes,https://api.openalex.org/works?filter=author.id:A5095737580,1,1,DE,208.12836,88.88888888888889
Timothy Dörr,https://openalex.org/A5055160277,Timothy G. Dorr,https://api.openalex.org/works?filter=author.id:A5055160277,3,10,US,1223.0853,81.4814814814815
Timur Naushirvanov,https://openalex.org/A5079790816,Timur Naushirvanov,https://api.openalex.org/works?filter=author.id:A5079790816,2,6,AT,1073.7556,100.0
Tina Eliassi-Rad,https://openalex.org/A5080731595,Tina Eliassi‐Rad,https://api.openalex.org/works?filter=author.id:A5080731595,37,216,US,19880.438,93.75
Tina Law,https://openalex.org/A5003680815,Tina Law,https://api.openalex.org/works?filter=author.id:A5003680815,6,23,AU,1840.5771,100.0
Tiziano Piccardi,https://openalex.org/A5071586190,Tiziano Piccardi,https://api.openalex.org/works?filter=author.id:A5071586190,10,65,US,3635.489,100.0
Tobias Dalberg,https://openalex.org/A5070635389,Tobias Dalberg,https://api.openalex.org/works?filter=author.id:A5070635389,5,28,SE,2337.4946,100.0
Tobias Stark,https://openalex.org/A5000979874,Tobias Stark,https://api.openalex.org/works?filter=author.id:A5000979874,21,139,NL,6484.8013,100.0
Tobias Werner,https://openalex.org/A5024215194,Tobias Werner,https://api.openalex.org/works?filter=author.id:A5024215194,34,122,DE,8860.748,100.0
Toby Stuart,https://openalex.org/A5032016061,Toby E. Stuart,https://api.openalex.org/works?filter=author.id:A5032016061,44,111,,24747.506,88.0
Tom Bidewell,https://openalex.org/A5126820537,Tom Bidewell,https://api.openalex.org/works?filter=author.id:A5126820537,0,1,,90.53305,100.0
Tom Theile,https://openalex.org/A5033208803,Tom Theile,https://api.openalex.org/works?filter=author.id:A5033208803,7,19,,2399.3872,100.0
Tomás Arias Vergara,https://openalex.org/A5015908653,Tomás Arias‐Vergara,https://api.openalex.org/works?filter=author.id:A5015908653,17,108,DE,7775.644,94.73684210526316
Torben S. D. Johansen,https://openalex.org/A5103100943,Torben S. D. Johansen,https://api.openalex.org/works?filter=author.id:A5103100943,4,11,DK,1713.4099,100.0
Travis Coan,https://openalex.org/A5060009020,Travis Coan,https://api.openalex.org/works?filter=author.id:A5060009020,21,84,GB,7493.574,100.0
Travis Proulx,https://openalex.org/A5049074892,Travis Proulx,https://api.openalex.org/works?filter=author.id:A5049074892,27,83,,11851.022,100.0
Trisevgeni Papakonstantinou,https://openalex.org/A5008373524,Trisevgeni Papakonstantinou,https://api.openalex.org/works?filter=author.id:A5008373524,3,20,KR,1772.764,100.0
Trivik Verma,https://openalex.org/A5082117791,Trivik Verma,https://api.openalex.org/works?filter=author.id:A5082117791,15,66,GB,6230.2563,100.0
